title,description,genre
"Pride, Prejudice and Mistletoe","Darcy has always worked hard to prove herself and be successful on her own terms, even choosing to start her own company, rather than work with her father. Returning to her hometown for Christmas, Darcy reconnects with an old rival, restaurant owner Luke, and they are forced to plan a charity event together. As Darcy spends time with her family and Luke, she starts to realize what matters most in life and sets out to mend her relationship with her father, and possibly fall in love.","['Romance', 'TV Movie']"
Dying for the Crown,"When Isabelle Wagner takes the plunge to attend her twenty-year high school reunion with her daughter, Sierra, she comes face to face with her past when she is reunited with her former classmate rival, Andrea Turner. When a seemingly changed Andrea insinuates herself into their lives, Isabelle's world comes crashing down and she soon realizes that twenty years hasn't changed Andrea after all.","['Thriller', 'TV Movie']"
After Porn Ends 3,After Porn Ends 3 continues to explore whether a career as an adult performer is inherently damaging to the balance of a perfomer's life once retired.,['Documentary']
Andre the Giant,"An ambitious and wide-ranging documentary exploring Andre’s upbringing in France, his celebrated career in WWE, and his forays in the entertainment world.",['Documentary']
Fahrenheit 451,"In an oppressive future, a 'fireman' whose duty is to destroy all books begins to question his task.","['Drama', 'Science Fiction', 'Thriller']"
Team Darryl,"Fresh off being unseated as the ruler of Sakaar, the Grandmaster makes his way to Earth to start a new life. It's been over a year since Thor left Australia and Darryl has been struggling to pay his rent. Now Darryl needs a new roommate to help make the monthly payments. Unfortunately for Darryl, the Grandmaster was the only one who answered Darryl's ""Roommate Needed"" ad and with no viable options, the Grandmaster moves in.",['Comedy']
Mingle All the Way,"Molly is determined to prove to her family that her new networking app—designed to pair busy professionals together for upcoming events, without long-term romance—is a success. When Molly joins Mingle All the Way and is matched with Jeff, they are both horrified to realize they’ve already had not one, but two disastrous previous encounters.","['Romance', 'Comedy', 'TV Movie']"
The Holiday Calendar,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,"['Romance', 'Comedy', 'Family']"
Eighth Grade,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,"['Comedy', 'Drama']"
Nobody's Fool,"After serving five years in prison, wild child Tanya looks to her buttoned-up, by-the-book sister Danica to help her get back on her feet. The feisty ex-con becomes suspicious and concerned when Danica tells her that she's in a long-distance, online relationship with a mysterious man she's never seen. As the polar opposites start to collide, Tanya soon discovers that her sibling's picture-perfect life may not be what it seems.","['Comedy', 'Romance']"
The Catcher Was a Spy,Former major league baseball player Moe Berg lives a double life working for the Office of Strategic Services in World War II Europe.,"['Drama', 'War', 'Thriller']"
The Super,A man becomes the superintendent of a large New York City apartment building where people mysteriously go missing.,"['Thriller', 'Horror']"
Christmas at the Palace,"Katie, a former professional ice skater, is hired by the king of San Senova, Alexander, to help his daughter in a Christmas ice skating performance. As Katie spends time in the castle and with the king, she and Alex begin to develop feelings for each other and ultimately fall in love. But will the tradition-loving people of San Senova allow their king to make a foreigner their queen?","['Romance', 'TV Movie']"
Downrange,"Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.","['Horror', 'Thriller']"
Can You Ever Forgive Me?,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.","['Drama', 'Crime', 'Comedy']"
No Sleep 'Til Christmas,"Lizzie, a high-end event planner, lies awake nightly while her devoted fiancé Josh rests peacefully. When a sleep-deprived incident causes her to run into Billy, a low-key bartender who is just as sleepless and frustrated as she is, they discover that they can only fall asleep while next to each other.","['Comedy', 'Romance', 'TV Movie']"
Nostalgia,"A mosaic of stories about love and loss, exploring our relationship to the objects, artifacts, and memories that shape our lives.",['Drama']
Paterno,"After becoming the winningest coach in college football history, Joe Paterno is embroiled in Penn State's Jerry Sandusky sexual abuse scandal, challenging his legacy and forcing him to face questions of institutional failure regarding the victims.","['Drama', 'TV Movie']"
Blindspotting,"Collin must make it through his final three days of probation for a chance at a new beginning. He and his troublemaking childhood best friend, Miles, work as movers, and when Collin witnesses a police shooting, the two men’s friendship is tested as they grapple with identity and their changed realities in the rapidly-gentrifying neighborhood they grew up in.","['Comedy', 'Crime', 'Drama']"
Ben Is Back,"19-year-old Ben Burns unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben's mother, Holly, is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours, new truths are revealed, and a mother's undying love for her son is tested as she does everything in her power to keep him safe.",['Drama']
The Wind,"Lizzy is a tough, resourceful frontierswoman settling a remote stretch of land on the 19th-century American frontier. Isolated from civilization in a desolate wilderness where the wind never stops howling, she begins to sense a sinister presence that seems to be borne of the land itself, and when a newlywed couple arrive at a nearby homestead, their presence amplifies Lizzy's fears, setting into motion a shocking chain of events.","['Horror', 'Mystery', 'Western']"
Filmworker,"The story of Leon Vitali, who surrendered his promising acting career to become Stanley Kubrick's devoted right-hand man.",['Documentary']
Freaky Friday,"When an overworked mother and her teenage daughter magically swap bodies, they have just one day to put things right again before mom’s big wedding.","['Family', 'Fantasy', 'TV Movie', 'Comedy']"
